3.200000000000000000e+01,3.207216878364870638e+01
3.200000000000000000e+01,3.214433756729741276e+01
3.200000000000000000e+01,3.221650635094611914e+01
3.200000000000000000e+01,3.228867513459482552e+01
3.200000000000000000e+01,3.236084391824353190e+01
3.200000000000000000e+01,3.243301270189223828e+01
3.200000000000000000e+01,3.250518148554094466e+01
3.200000000000000000e+01,3.257733539318856231e+01
3.200000000000000000e+01,3.264947484150176393e+01
3.200000000000000000e+01,3.272159983048054244e+01
3.200000000000000711e+01,3.279371036012490492e+01
3.200000000000001421e+01,3.286580643043485139e+01
3.200000000000002132e+01,3.293788804141038185e+01
3.200000000000002842e+01,3.300995519305149628e+01
3.200000000000003553e+01,3.308200788535818759e+01
3.200000000000004974e+01,3.315404611833046289e+01
3.200000000000006395e+01,3.322606989196832217e+01
3.200000000000007816e+01,3.329807920627176543e+01
3.200000000000009237e+01,3.337007406124079267e+01
3.200000000000010658e+01,3.344205445687540390e+01
3.200000000000012790e+01,3.351402039317559201e+01
3.200000000000014921e+01,3.358595734737752991e+01
3.200000000000017053e+01,3.365786573614787613e+01
3.200000000000019185e+01,3.372974555948663777e+01
3.200000000000022027e+01,3.380159681739380773e+01
3.200000000000024869e+01,3.387341950986939310e+01
3.200000000000028422e+01,3.394521363691338678e+01
3.200000000000031974e+01,3.401697919852579588e+01
3.200000000000035527e+01,3.408871619470662040e+01
3.200000000000039790e+01,3.416042462545585323e+01
3.200000000000044054e+01,3.423210449077350148e+01
3.200000000000049027e+01,3.430375579065955804e+01
3.200000000000054001e+01,3.437537852511403003e+01
3.200000000000058975e+01,3.444697269413691032e+01
3.200000000000064659e+01,3.451853829772820603e+01
3.200000000000070344e+01,3.459006149605300351e+01
3.200000000000076739e+01,3.466154270577797547e+01
3.200000000000083134e+01,3.473298192690311481e+01
3.200000000000090239e+01,3.480437915942842864e+01
3.200000000000098055e+01,3.487573440335391695e+01
3.200000000000105871e+01,3.494704765867957263e+01
3.200000000000114397e+01,3.501831892540540281e+01
3.200000000000122924e+01,3.508954820353140747e+01
3.200000000000132161e+01,3.516073549305757950e+01
3.200000000000142109e+01,3.523188079398392603e+01
3.200000000000152056e+01,3.530298410631043993e+01
3.200000000000162714e+01,3.537404543003712831e+01
3.200000000000173372e+01,3.544506476516399118e+01
3.200000000000184741e+01,3.551604211169102143e+01
3.200000000000196110e+01,3.558696459831963210e+01
3.200000000000208189e+01,3.565783264171649591e+01
3.200000000000220979e+01,3.572864624188160576e+01
3.200000000000234479e+01,3.579940539881496164e+01
3.200000000000247979e+01,3.587011011251656356e+01
3.200000000000262190e+01,3.594076038298641151e+01
3.200000000000277112e+01,3.601135621022450550e+01
3.200000000000292744e+01,3.608189759423084553e+01
3.200000000000308376e+01,3.615238453500543159e+01
3.200000000000324718e+01,3.622281703254826368e+01
3.200000000000341771e+01,3.629319508685934181e+01
3.200000000000359535e+01,3.636351869793866598e+01
3.200000000000378009e+01,3.643378786578623618e+01
3.200000000000396483e+01,3.650400259040205952e+01
3.200000000000415668e+01,3.657415119540422666e+01
3.200000000000435563e+01,3.664423409745941740e+01
3.200000000000456168e+01,3.671425129656762465e+01
3.200000000000477485e+01,3.678420279272884841e+01
3.200000000000499512e+01,3.685408858594309578e+01
3.200000000000522249e+01,3.692390867621035966e+01
3.200000000000545697e+01,3.699366306353064715e+01
3.200000000000569145e+01,3.706335174790395115e+01
3.200000000000593303e+01,3.713297472933027166e+01
3.200000000000618172e+01,3.720252131141733543e+01
3.200000000000644462e+01,3.727199149416514246e+01
3.200000000000671463e+01,3.734138527757368564e+01
3.200000000000699174e+01,3.741070266164297209e+01
3.200000000000728306e+01,3.747994364637299469e+01
3.200000000000758149e+01,3.754910823176376056e+01
3.200000000000788702e+01,3.761818486371539194e+01
3.200000000000819966e+01,3.768717395889455446e+01
3.200000000000851941e+01,3.775607551730124811e+01
3.200000000000884626e+01,3.782488953893547290e+01
3.200000000000918732e+01,3.789361602379722882e+01
3.200000000000953548e+01,3.796225497188651588e+01
3.200000000000989075e+01,3.803080638320333406e+01
3.200000000001025313e+01,3.809927025774769049e+01
3.200000000001062261e+01,3.816764659551957806e+01
3.200000000001100631e+01,3.823593539651899675e+01
3.200000000001139711e+01,3.830413666074594659e+01
3.200000000001179501e+01,3.837225038820042755e+01
3.200000000001220002e+01,3.844027657888243965e+01
3.200000000001261924e+01,3.850821523279198288e+01
3.200000000001304556e+01,3.857605660406421322e+01
3.200000000001347900e+01,3.864380110936581048e+01
3.200000000001392664e+01,3.871144874869676755e+01
3.200000000001438138e+01,3.877899952205709155e+01
3.200000000001484324e+01,3.884645342944677537e+01
3.200000000001531930e+01,3.891381047086581901e+01
3.200000000001580247e+01,3.898107064631422247e+01
3.200000000001629274e+01,3.904823395579198575e+01
3.200000000001679723e+01,3.911530039929910885e+01
3.200000000001730882e+01,3.918226997683559176e+01
3.200000000001782752e+01,3.924914268840143450e+01
3.200000000001836042e+01,3.931591853399663705e+01
3.200000000001890044e+01,3.938259751362119943e+01
