3.200000000000001421e+01,5.119986111111111171e+01
3.200000000000005684e+01,5.119944444444444542e+01
3.200000000000012790e+01,5.119874999999999687e+01
3.200000000000022737e+01,5.119777777777777317e+01
3.200000000000035527e+01,5.119652777777777430e+01
3.200000000000051159e+01,5.119499999999999318e+01
3.200000000000068923e+01,5.119319444444443690e+01
3.200000000000089528e+01,5.119111226875494935e+01
3.200000000000112976e+01,5.118875347293153055e+01
3.200000000000139266e+01,5.118611805697418049e+01
3.200000000000168399e+01,5.118320602088289917e+01
3.200000000000200373e+01,5.118001736465768658e+01
3.200000000000235190e+01,5.117655208829854274e+01
3.200000000000272848e+01,5.117281019180546764e+01
3.200000000000313349e+01,5.116879167517846128e+01
3.200000000000356692e+01,5.116449653841752365e+01
3.200000000000402167e+01,5.115992478152265477e+01
3.200000000000450484e+01,5.115507640449385462e+01
3.200000000000501643e+01,5.114995140733112322e+01
3.200000000000555644e+01,5.114454979003446056e+01
3.200000000000612488e+01,5.113887155260386663e+01
3.200000000000672173e+01,5.113292011999692477e+01
3.200000000000734701e+01,5.112669549221363496e+01
3.200000000000800071e+01,5.112019766925399722e+01
3.200000000000867573e+01,5.111342665111801153e+01
3.200000000000937916e+01,5.110638243780568502e+01
3.200000000001011102e+01,5.109906502931701056e+01
3.200000000001087130e+01,5.109147442565198816e+01
3.200000000001166001e+01,5.108361062681061782e+01
3.200000000001247713e+01,5.107547363279290664e+01
3.200000000001332268e+01,5.106706344359884753e+01
3.200000000001418954e+01,5.105838005922844047e+01
3.200000000001508482e+01,5.104942347968168548e+01
3.200000000001600853e+01,5.104019370495858965e+01
3.200000000001696066e+01,5.103069073505914588e+01
3.200000000001794120e+01,5.102092012292011702e+01
3.200000000001895017e+01,5.101088186854149598e+01
3.200000000001998046e+01,5.100057597192328984e+01
3.200000000002103917e+01,5.099000243306549862e+01
3.200000000002212630e+01,5.097916125196812231e+01
3.200000000002324185e+01,5.096805242863116092e+01
3.200000000002437872e+01,5.095667596305461444e+01
3.200000000002554401e+01,5.094503185523848288e+01
3.200000000002673772e+01,5.093312010518276622e+01
3.200000000002795986e+01,5.092094071288746449e+01
3.200000000002920331e+01,5.090849367835257766e+01
3.200000000003047518e+01,5.089577900157810575e+01
3.200000000003177547e+01,5.088279668256404875e+01
3.200000000003310419e+01,5.086954672131040667e+01
3.200000000003446132e+01,5.085603658102326818e+01
3.200000000003583978e+01,5.084226626170261909e+01
3.200000000003724665e+01,5.082823576334846649e+01
3.200000000003868195e+01,5.081394508596081039e+01
3.200000000004013856e+01,5.079939422953964367e+01
3.200000000004162359e+01,5.078458319408497346e+01
3.200000000004313705e+01,5.076951197959679973e+01
3.200000000004467182e+01,5.075418058607511540e+01
3.200000000004623502e+01,5.073858901351992756e+01
