3.200000000000000000e+01,3.206681531047810552e+01,3.193750000000000000e+01,3.192094305849579072e+01,3.210206207261596489e+01
3.200000000000000000e+01,3.213363062095621103e+01,3.187500000000000000e+01,3.184188611699158145e+01,3.220412414523192979e+01
3.200000000000000000e+01,3.220044593143431655e+01,3.181250000000000000e+01,3.176282917548737217e+01,3.230618621784789468e+01
3.200000000000000000e+01,3.226726124191242207e+01,3.175000000000000000e+01,3.168377223398316289e+01,3.240824829046385958e+01
3.200000000000000000e+01,3.233407655239052758e+01,3.168750000000000000e+01,3.160471529247895361e+01,3.251031036307982447e+01
3.200000000000000000e+01,3.240089186286863310e+01,3.162500000000000000e+01,3.152565835097474434e+01,3.261227491929706446e+01
3.200000000000001421e+01,3.246770717391365935e+01,3.156250000002138734e+01,3.144660141199274861e+01,3.271414237578223805e+01
3.200000000000003553e+01,3.253452248552559922e+01,3.150000000006415846e+01,3.136756694586058103e+01,3.281591273253535235e+01
3.200000000000006395e+01,3.260132804217833780e+01,3.143750000011501911e+01,3.128855453591157243e+01,3.291758598741677133e+01
3.200000000000009948e+01,3.266812426053854068e+01,3.137500608134415003e+01,3.120956418428534818e+01,3.301916214099341573e+01
3.200000000000014921e+01,3.273491114059721241e+01,3.131251782708488562e+01,3.113059589096862112e+01,3.312064119324405453e+01
3.200000000000020606e+01,3.280168868235435298e+01,3.125003523733722588e+01,3.105164965596138771e+01,3.322202314416868774e+01
3.200000000000027001e+01,3.286845688580996239e+01,3.118755831210117080e+01,3.097272547926364794e+01,3.332330799376731534e+01
3.200000000000034106e+01,3.293521575096403353e+01,3.112508705137672038e+01,3.089382336087540182e+01,3.342449574203993024e+01
3.200000000000041922e+01,3.300196527781657352e+01,3.106262145516387463e+01,3.081494330079664934e+01,3.352558638898653953e+01
3.200000000000050449e+01,3.306870546636758235e+01,3.100016152346263354e+01,3.073608529902739406e+01,3.362642564084941199e+01
3.200000000000061107e+01,3.313543631706430403e+01,3.093770725629950036e+01,3.065724935554316133e+01,3.372701377402175638e+01
3.200000000000074607e+01,3.320215782990673148e+01,3.087525865367447508e+01,3.057843547034395115e+01,3.382735078850356558e+01
3.200000000000090239e+01,3.326887000489487178e+01,3.081281571558755772e+01,3.049964364342976353e+01,3.392743668429484671e+01
3.200000000000108002e+01,3.333557284202872495e+01,3.075037844203874826e+01,3.042089563252811502e+01,3.402727146139559267e+01
3.200000000000127187e+01,3.340226633978873139e+01,3.068794683301475246e+01,3.034219102097234000e+01,3.412685511902398616e+01
3.200000000000148503e+01,3.346895049817488399e+01,3.062552088851557031e+01,3.026352980876243848e+01,3.422618765718002720e+01
3.200000000000171951e+01,3.353562531718718276e+01,3.056310060854120181e+01,3.018491199589841401e+01,3.432526907586371578e+01
