3.200000000000007105e+01,5.439989646858289518e+01,6.400074074957069925e+00,4.799982110398999424e+01,4.159949496064010788e+01
3.200000000000028422e+01,5.439958587433157788e+01,6.400296299828278634e+00,4.799928441595997697e+01,4.159797984256043435e+01
3.200000000000063949e+01,5.439906821724605379e+01,6.400666674613627372e+00,4.799838993590995528e+01,4.159545464576098084e+01
3.200000000000113687e+01,5.439834349732631580e+01,6.401185199313115248e+00,4.799713766383992208e+01,4.159191937024174734e+01
3.200000000000177636e+01,5.439741171457237101e+01,6.401851873926743153e+00,4.799552759974987737e+01,4.158737401600272676e+01
3.200000000000255795e+01,5.439627286898421232e+01,6.402666698454510197e+00,4.799355974363982824e+01,4.158183389451634326e+01
3.200000000000348166e+01,5.439492696063522459e+01,6.403629672895522873e+00,4.799123409597335410e+01,4.157529900578258975e+01
3.200000000000454747e+01,5.439337398952541491e+01,6.404740797249781181e+00,4.798855263703074314e+01,4.156776934980146621e+01
3.200000000000575540e+01,5.439161460038903328e+01,6.406000071516812611e+00,4.798551536681199536e+01,4.155924492530972003e+01
3.200000000000710543e+01,5.438964879322607970e+01,6.407407166437087298e+00,4.798212228405385105e+01,4.154972573238072897e+01
3.200000000000859757e+01,5.438747656803739972e+01,6.408962082010606132e+00,4.797837338875584123e+01,4.153921177101716466e+01
3.200000000001023182e+01,5.438509792482299332e+01,6.410664818237368223e+00,4.797426868091796592e+01,4.152770304121903422e+01
3.200000000001200107e+01,5.438251286358286762e+01,6.412515375117374461e+00,4.796980816054022512e+01,4.151519954298633053e+01
3.200000000001391243e+01,5.437972138431701552e+01,6.414513752650624845e+00,4.796499182762261881e+01,4.150170127631906070e+01
3.200000000001596590e+01,5.437672348702543701e+01,6.416659950837119375e+00,4.795981968216514701e+01,4.148720824121721762e+01
3.200000000001816147e+01,5.437351917170813920e+01,6.418953969676857163e+00,4.795429172416780972e+01,4.147155501137083178e+01
3.200000000002051337e+01,5.437010843945891025e+01,6.421395809209261785e+00,4.794840795695473901e+01,4.145474131038669441e+01
3.200000000002302158e+01,5.436649129027775018e+01,6.423985469434331463e+00,4.794216838052592777e+01,4.143676713826480551e+01
3.200000000002568612e+01,5.436266772416465898e+01,6.426722950352067087e+00,4.793557299488137602e+01,4.141763249500517219e+01
3.200000000002850697e+01,5.435863774111963664e+01,6.429608251962468657e+00,4.792862762945665622e+01,4.139733738060778734e+01
3.200000000003149125e+01,5.435440134289849112e+01,6.432641374265063661e+00,4.792133228425176839e+01,4.137588179365698693e+01
3.200000000003463185e+01,5.434995852950122952e+01,6.435822317259852987e+00,4.791368695926670540e+01,4.135326573415275675e+01
3.200000000003792877e+01,5.434530930092785184e+01,6.439151080946836636e+00,4.790569165450147437e+01,4.132948920209510391e+01
3.200000000004138201e+01,5.434045556839277680e+01,6.442627665326013719e+00,4.789734636995606820e+01,4.130455219748402840e+01
3.200000000004499157e+01,5.433539733189599730e+01,6.446252070395980027e+00,4.788865110371470024e+01,4.127845472037269303e+01
